,file_id,user_id,avg_burst_len_550,mean_p_550,med_p_550,avg_burst_len_1000,mean_p_1000,med_p_1000,avg_burst_len_2000,mean_p_2000,med_p_2000
171,171.0,19.0,4.0139318885448905,5188.201238390093,1466.0,5.410638297872341,7253.119148936171,2947.0,8.406896551724138,121133.29310344828,4939.5
172,172.0,20.0,3.2255813953488373,5915.586046511628,1459.0,4.755244755244755,7864.650349650349,2848.5,6.881081081081081,11584.58918918919,5080.0
173,173.0,20.0,4.114155251141551,6252.716894977169,1573.0,5.2517006802721085,7942.374149659864,2534.0,8.197802197802197,12047.945054945056,5042.0
174,174.0,20.0,4.247058823529412,6598.388235294117,1217.0,7.108108108108107,10808.547297297297,2595.5,11.292134831460675,16705.584269662922,5178.0
175,175.0,20.0,3.0,6058.304054054054,1508.5,4.141361256544503,9447.554973821989,3560.0,6.296875,13422.4296875,5913.0
176,176.0,20.0,3.525641025641025,17612.997435897436,1481.0,5.322314049586777,27537.090909090908,3051.5,7.867088607594937,41143.512658227846,5749.0
177,177.0,20.0,2.3029045643153525,4782.896265560166,1237.0,3.684563758389262,7264.03355704698,2288.0,6.211111111111111,11570.977777777778,5058.0
178,178.0,20.0,6.137254901960786,5433.975490196079,1493.5,7.923611111111112,7171.76388888889,2180.5,11.220779220779221,12559.870129870129,6044.0
179,179.0,20.0,4.1968911917098435,5391.99481865285,1147.0,7.888888888888888,9325.712962962964,2541.0,11.1,13675.95,6428.0
180,180.0,20.0,4.145907473309609,5864.544483985766,1334.0,6.382513661202187,8706.726775956284,2632.0,10.351351351351349,13479.045045045044,4961.0
181,181.0,20.0,3.311787072243346,6699.688212927757,1325.0,5.041666666666667,9120.910714285714,2348.5,8.24,14928.5,4443.0
182,182.0,21.0,1.8097826086956519,2570.788043478261,1501.0,2.59375,3447.6015625,2830.0,3.733333333333333,4398.211111111111,3792.5
183,183.0,21.0,1.9201995012468829,3584.4862842892767,1198.0,2.720472440944882,5283.503937007874,2014.5,4.888,9245.271999999999,4528.0
184,184.0,21.0,2.4771929824561405,7442.526315789472,1303.0,3.633879781420765,11200.945355191256,2372.0,6.00925925925926,18063.08333333333,5263.0
185,185.0,21.0,1.7598870056497176,11377.403954802257,1072.0,3.0049504950495045,19400.178217821784,2356.0,5.238938053097344,33732.486725663715,4076.0
186,186.0,21.0,1.729805013927577,2954.389972144847,1438.0,2.4655870445344132,4028.8582995951415,2141.0,4.610294117647058,6200.507352941177,3711.0
187,187.0,21.0,2.8560411311053984,35846.339331619536,1076.0,4.445833333333334,57169.64583333334,2558.5,7.634328358208956,101502.02985074627,7094.5
